contract_id,customer_id,subscription_type,contract_length,start_date,end_date
27481,27481,Premium,Quarterly,2021-05-22,2025-07-30
27482,27482,Premium,Quarterly,2023-11-08,2025-07-30
27483,27483,Premium,Monthly,2021-10-19,2025-07-30
27484,27484,Standard,Annual,2024-03-07,2026-02-25
27485,27485,Premium,Monthly,2022-12-13,2025-07-30
27486,27486,Premium,Annual,2024-08-04,2025-07-30
27487,27487,Basic,Annual,2023-01-12,2025-06-30
27488,27488,Basic,Quarterly,2020-11-23,2025-06-30
27489,27489,Standard,Monthly,2023-06-11,2025-06-30
27490,27490,Standard,Monthly,2020-11-23,2025-07-30
27491,27491,Basic,Quarterly,2024-12-02,2025-08-29
27492,27492,Basic,Quarterly,2021-06-21,2025-06-30
27493,27493,Basic,Monthly,2022-11-13,2025-07-30
27494,27494,Basic,Annual,2023-04-12,2026-03-27
27495,27495,Standard,Annual,2024-01-07,2025-12-27
27496,27496,Standard,Annual,2020-09-24,2025-08-29
27497,27497,Standard,Quarterly,2024-02-06,2025-07-30
27498,27498,Standard,Quarterly,2021-06-21,2025-06-30
27499,27499,Basic,Monthly,2024-11-02,2025-07-30
27500,27500,Basic,Annual,2021-08-20,2025-07-30
27501,27501,Premium,Quarterly,2024-03-07,2025-08-29
27502,27502,Standard,Quarterly,2025-05-01,2025-07-30
27503,27503,Premium,Quarterly,2022-09-14,2025-08-29
27504,27504,Standard,Quarterly,2024-05-06,2025-07-30
27505,27505,Standard,Quarterly,2020-10-24,2025-09-28
27506,27506,Premium,Quarterly,2022-09-14,2025-08-29
27507,27507,Basic,Monthly,2023-11-08,2025-07-30
27508,27508,Standard,Monthly,2024-03-07,2025-07-30
27509,27509,Standard,Quarterly,2024-02-06,2025-07-30
27510,27510,Standard,Annual,2024-01-07,2025-12-27
27511,27511,Standard,Monthly,2025-01-31,2025-06-30
27512,27512,Standard,Monthly,2025-01-31,2025-07-30
27513,27513,Standard,Annual,2024-02-06,2026-01-26
27514,27514,Standard,Quarterly,2021-07-21,2025-06-30
27515,27515,Standard,Annual,2022-02-16,2026-01-26
27516,27516,Basic,Quarterly,2021-08-20,2025-07-30
27517,27517,Standard,Quarterly,2020-07-26,2025-09-28
27518,27518,Standard,Annual,2023-10-09,2025-06-30
27519,27519,Standard,Monthly,2022-02-16,2025-07-30
27520,27520,Premium,Annual,2025-04-01,2026-03-27
27521,27521,Standard,Annual,2021-03-23,2025-06-30
27522,27522,Basic,Annual,2023-07-11,2026-06-25
27523,27523,Premium,Monthly,2022-10-14,2025-07-30
27524,27524,Basic,Quarterly,2024-03-07,2025-08-29
27525,27525,Standard,Monthly,2022-06-16,2025-06-30
27526,27526,Premium,Annual,2024-01-07,2025-12-27
27527,27527,Basic,Monthly,2020-11-23,2025-07-30
27528,27528,Premium,Annual,2024-06-05,2026-05-26
27529,27529,Standard,Quarterly,2022-01-17,2025-09-28
27530,27530,Premium,Annual,2023-10-09,2025-09-28
27531,27531,Premium,Monthly,2021-01-22,2025-07-30
27532,27532,Standard,Monthly,2024-09-03,2025-06-30
27533,27533,Basic,Quarterly,2023-12-08,2025-08-29
27534,27534,Standard,Annual,2024-08-04,2025-07-30
27535,27535,Standard,Monthly,2024-09-03,2025-07-30
27536,27536,Premium,Annual,2024-10-03,2025-06-30
27537,27537,Standard,Quarterly,2021-01-22,2025-06-30
27538,27538,Premium,Quarterly,2020-12-23,2025-08-29
27539,27539,Premium,Quarterly,2023-07-11,2025-09-28
27540,27540,Standard,Annual,2023-07-11,2025-06-30
27541,27541,Premium,Monthly,2023-12-08,2025-07-30
27542,27542,Standard,Quarterly,2021-03-23,2025-08-29
27543,27543,Basic,Quarterly,2024-09-03,2025-08-29
27544,27544,Standard,Quarterly,2024-08-04,2025-07-30
27545,27545,Standard,Quarterly,2023-09-09,2025-08-29
27546,27546,Basic,Monthly,2022-08-15,2025-07-30
27547,27547,Premium,Monthly,2023-10-09,2025-07-30
27548,27548,Premium,Annual,2022-05-17,2025-06-30
27549,27549,Premium,Monthly,2022-01-17,2025-07-30
27550,27550,Basic,Monthly,2021-08-20,2025-06-30
27551,27551,Premium,Quarterly,2023-10-09,2025-09-28
27552,27552,Basic,Monthly,2021-08-20,2025-07-30
27553,27553,Basic,Quarterly,2023-06-11,2025-08-29
27554,27554,Basic,Quarterly,2021-10-19,2025-06-30
27555,27555,Standard,Annual,2021-12-18,2025-06-30
27556,27556,Basic,Monthly,2023-09-09,2025-07-30
27557,27557,Standard,Monthly,2023-12-08,2025-06-30
27558,27558,Standard,Monthly,2022-03-18,2025-07-30
27559,27559,Basic,Annual,2024-08-04,2025-07-30
27560,27560,Premium,Quarterly,2022-04-17,2025-09-28
27561,27561,Standard,Monthly,2024-10-03,2025-06-30
27562,27562,Basic,Annual,2023-10-09,2025-09-28
27563,27563,Standard,Annual,2025-01-31,2025-06-30
27564,27564,Standard,Annual,2022-04-17,2026-03-27
27565,27565,Standard,Monthly,2021-11-18,2025-06-30
27566,27566,Premium,Monthly,2020-07-26,2025-06-30
27567,27567,Premium,Quarterly,2024-07-05,2025-09-28
27568,27568,Standard,Quarterly,2023-04-12,2025-09-28
27569,27569,Standard,Quarterly,2024-04-06,2025-09-28
27570,27570,Standard,Monthly,2021-05-22,2025-07-30
27571,27571,Premium,Quarterly,2022-08-15,2025-07-30
27572,27572,Standard,Monthly,2023-07-11,2025-06-30
27573,27573,Basic,Monthly,2023-01-12,2025-07-30
27574,27574,Standard,Quarterly,2021-09-19,2025-08-29
27575,27575,Standard,Annual,2025-01-01,2025-12-27
27576,27576,Standard,Annual,2023-12-08,2025-11-27
27577,27577,Standard,Annual,2021-11-18,2025-10-28
27578,27578,Standard,Annual,2023-12-08,2025-11-27
27579,27579,Standard,Monthly,2023-09-09,2025-07-30
27580,27580,Basic,Monthly,2024-05-06,2025-07-30
27581,27581,Basic,Annual,2023-11-08,2025-10-28
27582,27582,Standard,Annual,2021-11-18,2025-06-30
27583,27583,Standard,Monthly,2023-06-11,2025-07-30
27584,27584,Basic,Monthly,2021-10-19,2025-07-30
27585,27585,Basic,Monthly,2024-12-02,2025-07-30
27586,27586,Standard,Quarterly,2024-02-06,2025-07-30
27587,27587,Premium,Quarterly,2024-12-02,2025-08-29
27588,27588,Premium,Quarterly,2020-11-23,2025-07-30
27589,27589,Basic,Monthly,2023-02-11,2025-06-30
27590,27590,Basic,Quarterly,2023-07-11,2025-06-30
27591,27591,Premium,Annual,2023-10-09,2025-09-28
27592,27592,Premium,Monthly,2022-06-16,2025-07-30
27593,27593,Premium,Monthly,2023-11-08,2025-07-30
27594,27594,Standard,Annual,2023-07-11,2026-06-25
27595,27595,Standard,Annual,2023-07-11,2025-06-30
27596,27596,Premium,Annual,2021-12-18,2025-11-27
27597,27597,Basic,Annual,2023-04-12,2026-03-27
27598,27598,Basic,Monthly,2020-08-25,2025-06-30
27599,27599,Premium,Quarterly,2021-01-22,2025-09-28
27600,27600,Premium,Quarterly,2024-09-03,2025-08-29
27601,27601,Standard,Annual,2024-06-05,2026-05-26
27602,27602,Standard,Quarterly,2023-06-11,2025-08-29
27603,27603,Standard,Monthly,2022-10-14,2025-06-30
27604,27604,Standard,Quarterly,2021-09-19,2025-08-29
27605,27605,Premium,Quarterly,2024-04-06,2025-09-28
27606,27606,Basic,Annual,2024-09-03,2025-08-29
27607,27607,Premium,Annual,2023-12-08,2025-11-27
27608,27608,Standard,Monthly,2020-09-24,2025-07-30
27609,27609,Standard,Annual,2025-03-02,2026-02-25
27610,27610,Premium,Annual,2020-08-25,2025-06-30
27611,27611,Basic,Annual,2023-05-12,2026-04-26
27612,27612,Standard,Monthly,2021-12-18,2025-06-30
27613,27613,Premium,Annual,2025-04-01,2026-03-27
27614,27614,Standard,Quarterly,2022-09-14,2025-08-29
27615,27615,Basic,Monthly,2025-01-01,2025-07-30
27616,27616,Premium,Monthly,2022-04-17,2025-07-30
27617,27617,Standard,Annual,2022-01-17,2025-06-30
27618,27618,Standard,Monthly,2024-07-05,2025-07-30
27619,27619,Basic,Quarterly,2025-05-01,2025-07-30
27620,27620,Premium,Annual,2021-08-20,2025-07-30
27621,27621,Standard,Annual,2024-07-05,2025-06-30
27622,27622,Standard,Monthly,2021-06-21,2025-06-30
27623,27623,Standard,Quarterly,2022-08-15,2025-07-30
27624,27624,Standard,Annual,2021-12-18,2025-11-27
27625,27625,Standard,Quarterly,2021-07-21,2025-09-28
27626,27626,Standard,Annual,2025-05-01,2026-04-26
27627,27627,Premium,Annual,2022-05-17,2025-06-30
27628,27628,Standard,Annual,2025-01-31,2026-01-26
27629,27629,Standard,Annual,2020-11-23,2025-10-28
27630,27630,Standard,Annual,2021-12-18,2025-11-27
27631,27631,Standard,Annual,2022-10-14,2025-06-30
27632,27632,Basic,Monthly,2022-11-13,2025-06-30
27633,27633,Standard,Monthly,2023-07-11,2025-07-30
27634,27634,Premium,Monthly,2024-02-06,2025-07-30
27635,27635,Premium,Quarterly,2023-04-12,2025-09-28
27636,27636,Standard,Annual,2022-10-14,2025-09-28
27637,27637,Standard,Quarterly,2020-12-23,2025-08-29
27638,27638,Basic,Monthly,2025-01-01,2025-06-30
27639,27639,Basic,Monthly,2023-02-11,2025-07-30
27640,27640,Premium,Monthly,2021-05-22,2025-07-30
27641,27641,Standard,Annual,2022-11-13,2025-06-30
27642,27642,Standard,Monthly,2024-02-06,2025-07-30
27643,27643,Basic,Quarterly,2022-10-14,2025-09-28
27644,27644,Basic,Annual,2023-05-12,2026-04-26
27645,27645,Basic,Quarterly,2024-07-05,2025-09-28
27646,27646,Premium,Annual,2024-08-04,2025-06-30
27647,27647,Premium,Monthly,2024-11-02,2025-07-30
27648,27648,Basic,Annual,2024-12-02,2025-11-27
27649,27649,Premium,Annual,2025-04-01,2026-03-27
27650,27650,Basic,Quarterly,2025-01-31,2025-07-30
27651,27651,Premium,Monthly,2022-11-13,2025-06-30
27652,27652,Standard,Quarterly,2023-08-10,2025-07-30
27653,27653,Premium,Quarterly,2024-01-07,2025-09-28
27654,27654,Premium,Quarterly,2025-05-01,2025-06-30
27655,27655,Premium,Monthly,2021-10-19,2025-06-30
27656,27656,Basic,Monthly,2022-06-16,2025-06-30
27657,27657,Basic,Annual,2022-06-16,2025-06-30
27658,27658,Basic,Annual,2021-07-21,2026-06-25
27659,27659,Standard,Annual,2024-08-04,2025-07-30
27660,27660,Basic,Monthly,2024-10-03,2025-07-30
27661,27661,Standard,Annual,2023-03-13,2025-06-30
27662,27662,Standard,Annual,2022-09-14,2025-06-30
27663,27663,Standard,Annual,2024-07-05,2026-06-25
27664,27664,Premium,Quarterly,2022-07-16,2025-09-28
27665,27665,Standard,Monthly,2022-06-16,2025-06-30
27666,27666,Standard,Annual,2024-10-03,2025-06-30
27667,27667,Premium,Quarterly,2020-07-26,2025-09-28
27668,27668,Premium,Monthly,2025-05-01,2025-07-30
27669,27669,Standard,Quarterly,2020-07-26,2025-09-28
27670,27670,Basic,Monthly,2024-07-05,2025-06-30
27671,27671,Standard,Monthly,2023-01-12,2025-07-30
27672,27672,Standard,Annual,2023-01-12,2025-12-27
27673,27673,Basic,Annual,2021-03-23,2026-02-25
27674,27674,Premium,Annual,2021-02-21,2026-01-26
27675,27675,Premium,Annual,2025-03-02,2026-02-25
27676,27676,Standard,Quarterly,2022-08-15,2025-06-30
27677,27677,Premium,Monthly,2023-03-13,2025-06-30
27678,27678,Basic,Monthly,2021-10-19,2025-07-30
27679,27679,Premium,Annual,2024-05-06,2026-04-26
27680,27680,Basic,Quarterly,2023-04-12,2025-09-28
27681,27681,Standard,Annual,2020-07-26,2026-06-25
27682,27682,Basic,Monthly,2020-11-23,2025-06-30
27683,27683,Standard,Quarterly,2024-07-05,2025-09-28
27684,27684,Premium,Annual,2020-11-23,2025-10-28
27685,27685,Standard,Quarterly,2025-05-31,2025-08-29
27686,27686,Basic,Annual,2023-02-11,2026-01-26
27687,27687,Premium,Monthly,2021-10-19,2025-07-30
27688,27688,Premium,Quarterly,2023-02-11,2025-06-30
27689,27689,Basic,Annual,2020-12-23,2025-11-27
27690,27690,Premium,Monthly,2022-09-14,2025-07-30
27691,27691,Standard,Monthly,2021-01-22,2025-07-30
27692,27692,Premium,Quarterly,2024-01-07,2025-09-28
27693,27693,Standard,Monthly,2021-05-22,2025-07-30
27694,27694,Standard,Annual,2022-06-16,2026-05-26
27695,27695,Standard,Monthly,2024-05-06,2025-07-30
27696,27696,Standard,Quarterly,2023-12-08,2025-08-29
27697,27697,Premium,Annual,2023-01-12,2025-12-27
27698,27698,Standard,Quarterly,2024-01-07,2025-09-28
27699,27699,Basic,Annual,2023-04-12,2025-06-30
27700,27700,Premium,Annual,2023-11-08,2025-10-28
27701,27701,Basic,Monthly,2023-07-11,2025-06-30
27702,27702,Basic,Annual,2025-01-31,2026-01-26
27703,27703,Standard,Annual,2025-05-31,2026-05-26
27704,27704,Basic,Quarterly,2024-02-06,2025-07-30
27705,27705,Basic,Quarterly,2025-03-02,2025-08-29
27706,27706,Basic,Annual,2021-08-20,2025-06-30
27707,27707,Basic,Annual,2024-07-05,2026-06-25
27708,27708,Basic,Quarterly,2021-04-22,2025-06-30
27709,27709,Standard,Quarterly,2021-04-22,2025-06-30
27710,27710,Standard,Quarterly,2024-09-03,2025-08-29
27711,27711,Basic,Quarterly,2022-10-14,2025-06-30
27712,27712,Standard,Monthly,2024-06-05,2025-06-30
27713,27713,Basic,Quarterly,2025-03-02,2025-06-30
27714,27714,Standard,Quarterly,2024-01-07,2025-09-28
27715,27715,Premium,Quarterly,2022-02-16,2025-07-30
27716,27716,Premium,Monthly,2021-12-18,2025-07-30
27717,27717,Basic,Quarterly,2023-09-09,2025-08-29
27718,27718,Basic,Annual,2020-10-24,2025-09-28
27719,27719,Basic,Annual,2023-07-11,2026-06-25
27720,27720,Standard,Monthly,2023-10-09,2025-07-30
27721,27721,Premium,Monthly,2021-12-18,2025-07-30
27722,27722,Standard,Annual,2023-07-11,2026-06-25
27723,27723,Standard,Annual,2021-02-21,2026-01-26
27724,27724,Standard,Monthly,2021-06-21,2025-07-30
27725,27725,Premium,Annual,2020-07-26,2026-06-25
27726,27726,Standard,Annual,2022-04-17,2025-06-30
27727,27727,Standard,Quarterly,2022-07-16,2025-09-28
27728,27728,Premium,Quarterly,2025-01-01,2025-09-28
27729,27729,Standard,Quarterly,2020-08-25,2025-07-30
27730,27730,Premium,Annual,2024-09-03,2025-08-29
27731,27731,Basic,Annual,2024-11-02,2025-10-28
27732,27732,Standard,Monthly,2023-06-11,2025-06-30
27733,27733,Standard,Monthly,2023-09-09,2025-07-30
27734,27734,Basic,Annual,2020-12-23,2025-11-27
27735,27735,Basic,Annual,2024-03-07,2026-02-25
27736,27736,Standard,Annual,2023-11-08,2025-10-28
27737,27737,Basic,Annual,2023-08-10,2025-07-30
27738,27738,Basic,Monthly,2024-07-05,2025-07-30
27739,27739,Premium,Quarterly,2023-11-08,2025-07-30
27740,27740,Standard,Quarterly,2021-07-21,2025-06-30
27741,27741,Basic,Annual,2025-03-02,2026-02-25
27742,27742,Premium,Annual,2020-12-23,2025-06-30
27743,27743,Standard,Quarterly,2024-03-07,2025-08-29
27744,27744,Standard,Annual,2025-03-02,2026-02-25
27745,27745,Basic,Annual,2024-08-04,2025-07-30
27746,27746,Basic,Annual,2021-04-22,2026-03-27
27747,27747,Standard,Annual,2025-04-01,2026-03-27
27748,27748,Basic,Quarterly,2021-07-21,2025-09-28
27749,27749,Basic,Annual,2023-11-08,2025-10-28
27750,27750,Basic,Quarterly,2023-09-09,2025-06-30
27751,27751,Premium,Monthly,2023-05-12,2025-07-30
27752,27752,Standard,Annual,2022-09-14,2025-08-29
27753,27753,Standard,Monthly,2024-09-03,2025-07-30
27754,27754,Premium,Monthly,2022-08-15,2025-07-30
27755,27755,Premium,Annual,2024-03-07,2026-02-25
27756,27756,Basic,Annual,2021-11-18,2025-10-28
27757,27757,Basic,Quarterly,2023-01-12,2025-09-28
27758,27758,Basic,Monthly,2021-09-19,2025-06-30
27759,27759,Standard,Quarterly,2024-12-02,2025-06-30
27760,27760,Premium,Monthly,2022-04-17,2025-07-30
27761,27761,Premium,Quarterly,2024-02-06,2025-07-30
27762,27762,Basic,Monthly,2023-04-12,2025-06-30
27763,27763,Premium,Quarterly,2022-09-14,2025-08-29
27764,27764,Basic,Annual,2023-12-08,2025-11-27
27765,27765,Standard,Monthly,2025-01-31,2025-06-30
27766,27766,Standard,Annual,2023-10-09,2025-09-28
27767,27767,Standard,Monthly,2023-06-11,2025-07-30
27768,27768,Standard,Annual,2024-12-02,2025-11-27
27769,27769,Basic,Monthly,2025-01-01,2025-07-30
27770,27770,Standard,Quarterly,2021-12-18,2025-08-29
27771,27771,Premium,Monthly,2022-12-13,2025-06-30
27772,27772,Premium,Quarterly,2024-10-03,2025-09-28
27773,27773,Basic,Annual,2024-06-05,2026-05-26
27774,27774,Basic,Quarterly,2022-02-16,2025-06-30
27775,27775,Standard,Quarterly,2025-04-01,2025-06-30
27776,27776,Premium,Quarterly,2022-11-13,2025-06-30
27777,27777,Premium,Annual,2024-12-02,2025-11-27
27778,27778,Standard,Monthly,2024-02-06,2025-07-30
27779,27779,Premium,Monthly,2024-10-03,2025-07-30
27780,27780,Standard,Monthly,2024-12-02,2025-07-30
27781,27781,Premium,Annual,2021-07-21,2025-06-30
27782,27782,Standard,Quarterly,2021-02-21,2025-07-30
27783,27783,Standard,Annual,2024-01-07,2025-12-27
27784,27784,Standard,Quarterly,2023-02-11,2025-07-30
27785,27785,Standard,Annual,2020-07-26,2026-06-25
27786,27786,Premium,Monthly,2022-06-16,2025-07-30
27787,27787,Basic,Annual,2024-12-02,2025-06-30
27788,27788,Premium,Monthly,2025-01-01,2025-07-30
27789,27789,Standard,Monthly,2021-11-18,2025-07-30
27790,27790,Premium,Monthly,2020-11-23,2025-07-30
27791,27791,Premium,Annual,2021-08-20,2025-06-30
27792,27792,Premium,Annual,2022-10-14,2025-06-30
27793,27793,Standard,Annual,2025-04-01,2026-03-27
27794,27794,Basic,Quarterly,2021-12-18,2025-08-29
27795,27795,Standard,Quarterly,2022-05-17,2025-07-30
27796,27796,Basic,Quarterly,2024-11-02,2025-07-30
27797,27797,Basic,Annual,2024-12-02,2025-11-27
27798,27798,Basic,Monthly,2022-05-17,2025-07-30
27799,27799,Basic,Monthly,2021-05-22,2025-07-30
27800,27800,Premium,Monthly,2022-03-18,2025-07-30
27801,27801,Basic,Quarterly,2025-03-02,2025-06-30
27802,27802,Premium,Annual,2024-12-02,2025-11-27
27803,27803,Standard,Monthly,2023-05-12,2025-07-30
27804,27804,Standard,Monthly,2022-08-15,2025-07-30
27805,27805,Basic,Annual,2025-03-02,2026-02-25
27806,27806,Premium,Quarterly,2025-03-02,2025-08-29
27807,27807,Basic,Monthly,2024-04-06,2025-07-30
27808,27808,Standard,Monthly,2023-09-09,2025-06-30
27809,27809,Basic,Annual,2022-10-14,2025-06-30
27810,27810,Standard,Annual,2023-12-08,2025-11-27
27811,27811,Standard,Quarterly,2022-08-15,2025-07-30
27812,27812,Premium,Annual,2023-11-08,2025-10-28
27813,27813,Premium,Monthly,2020-11-23,2025-06-30
27814,27814,Basic,Annual,2020-08-25,2025-07-30
27815,27815,Standard,Monthly,2022-09-14,2025-06-30
27816,27816,Standard,Annual,2024-08-04,2025-07-30
27817,27817,Standard,Monthly,2022-06-16,2025-07-30
27818,27818,Premium,Monthly,2020-12-23,2025-07-30
27819,27819,Standard,Quarterly,2023-02-11,2025-06-30
27820,27820,Basic,Annual,2021-03-23,2026-02-25
27821,27821,Basic,Monthly,2025-01-01,2025-07-30
27822,27822,Basic,Monthly,2024-08-04,2025-06-30
27823,27823,Premium,Quarterly,2024-03-07,2025-08-29
27824,27824,Standard,Quarterly,2021-06-21,2025-08-29
27825,27825,Premium,Annual,2021-04-22,2025-06-30
27826,27826,Standard,Monthly,2024-07-05,2025-07-30
27827,27827,Basic,Quarterly,2023-04-12,2025-06-30
27828,27828,Premium,Monthly,2022-06-16,2025-07-30
27829,27829,Standard,Annual,2021-05-22,2026-04-26
27830,27830,Standard,Annual,2024-11-02,2025-10-28
27831,27831,Standard,Annual,2021-10-19,2025-06-30
27832,27832,Premium,Quarterly,2020-11-23,2025-07-30
27833,27833,Premium,Quarterly,2022-02-16,2025-06-30
27834,27834,Premium,Quarterly,2024-11-02,2025-07-30
27835,27835,Basic,Annual,2024-04-06,2026-03-27
27836,27836,Basic,Quarterly,2025-04-01,2025-09-28
27837,27837,Premium,Annual,2022-05-17,2026-04-26
27838,27838,Standard,Annual,2024-05-06,2026-04-26
27839,27839,Basic,Quarterly,2023-08-10,2025-07-30
27840,27840,Premium,Monthly,2025-05-01,2025-07-30
27841,27841,Premium,Quarterly,2024-12-02,2025-06-30
27842,27842,Basic,Annual,2024-02-06,2026-01-26
27843,27843,Standard,Monthly,2020-08-25,2025-06-30
27844,27844,Premium,Quarterly,2022-05-17,2025-06-30
27845,27845,Basic,Annual,2020-10-24,2025-06-30
27846,27846,Standard,Monthly,2025-03-02,2025-07-30
27847,27847,Standard,Monthly,2025-04-01,2025-06-30
27848,27848,Standard,Annual,2023-06-11,2026-05-26
27849,27849,Standard,Monthly,2021-01-22,2025-07-30
27850,27850,Premium,Annual,2023-10-09,2025-09-28
27851,27851,Basic,Annual,2022-11-13,2025-06-30
27852,27852,Premium,Monthly,2021-11-18,2025-07-30
27853,27853,Standard,Quarterly,2023-01-12,2025-06-30
27854,27854,Premium,Annual,2023-03-13,2026-02-25
27855,27855,Premium,Annual,2020-11-23,2025-06-30
27856,27856,Basic,Quarterly,2023-04-12,2025-09-28
27857,27857,Basic,Quarterly,2021-05-22,2025-07-30
27858,27858,Premium,Quarterly,2021-05-22,2025-07-30
27859,27859,Premium,Annual,2022-11-13,2025-10-28
27860,27860,Standard,Monthly,2021-08-20,2025-06-30
27861,27861,Premium,Monthly,2021-08-20,2025-07-30
27862,27862,Standard,Annual,2024-03-07,2026-02-25
27863,27863,Premium,Annual,2020-07-26,2025-06-30
27864,27864,Standard,Monthly,2020-07-26,2025-06-30
27865,27865,Premium,Annual,2021-06-21,2026-05-26
27866,27866,Premium,Quarterly,2020-07-26,2025-06-30
27867,27867,Premium,Monthly,2024-02-06,2025-06-30
27868,27868,Premium,Monthly,2025-05-31,2025-06-30
27869,27869,Basic,Quarterly,2024-09-03,2025-06-30
27870,27870,Premium,Monthly,2021-01-22,2025-07-30
27871,27871,Standard,Annual,2023-04-12,2026-03-27
27872,27872,Standard,Quarterly,2024-02-06,2025-06-30
27873,27873,Standard,Annual,2020-08-25,2025-06-30
27874,27874,Premium,Quarterly,2025-04-01,2025-09-28
27875,27875,Basic,Annual,2024-08-04,2025-06-30
27876,27876,Basic,Monthly,2024-12-02,2025-07-30
27877,27877,Standard,Quarterly,2023-02-11,2025-07-30
27878,27878,Standard,Annual,2023-01-12,2025-06-30
27879,27879,Basic,Annual,2021-03-23,2025-06-30
27880,27880,Premium,Quarterly,2025-04-01,2025-09-28
27881,27881,Premium,Monthly,2022-02-16,2025-07-30
27882,27882,Premium,Annual,2020-09-24,2025-06-30
27883,27883,Basic,Monthly,2020-12-23,2025-07-30
27884,27884,Basic,Monthly,2021-09-19,2025-07-30
27885,27885,Premium,Monthly,2024-08-04,2025-07-30
27886,27886,Standard,Annual,2024-10-03,2025-09-28
27887,27887,Basic,Monthly,2021-09-19,2025-07-30
27888,27888,Premium,Annual,2025-05-31,2026-05-26
27889,27889,Premium,Quarterly,2021-12-18,2025-06-30
27890,27890,Standard,Quarterly,2024-01-07,2025-09-28
27891,27891,Basic,Monthly,2022-08-15,2025-06-30
27892,27892,Premium,Quarterly,2022-03-18,2025-08-29
27893,27893,Premium,Quarterly,2023-01-12,2025-09-28
27894,27894,Basic,Quarterly,2022-03-18,2025-08-29
27895,27895,Premium,Monthly,2020-10-24,2025-07-30
27896,27896,Premium,Annual,2022-09-14,2025-08-29
27897,27897,Premium,Monthly,2023-10-09,2025-07-30
27898,27898,Premium,Monthly,2024-03-07,2025-06-30
27899,27899,Basic,Monthly,2022-12-13,2025-07-30
27900,27900,Premium,Annual,2022-03-18,2026-02-25
27901,27901,Standard,Monthly,2024-03-07,2025-07-30
27902,27902,Standard,Annual,2021-08-20,2025-07-30
27903,27903,Basic,Annual,2022-01-17,2025-06-30
27904,27904,Standard,Annual,2023-10-09,2025-09-28
27905,27905,Basic,Quarterly,2023-05-12,2025-06-30
27906,27906,Basic,Annual,2022-04-17,2026-03-27
27907,27907,Standard,Monthly,2022-05-17,2025-07-30
27908,27908,Standard,Annual,2023-12-08,2025-11-27
27909,27909,Premium,Annual,2023-08-10,2025-07-30
27910,27910,Standard,Quarterly,2023-06-11,2025-08-29
27911,27911,Standard,Quarterly,2022-04-17,2025-06-30
27912,27912,Standard,Quarterly,2025-05-31,2025-06-30
27913,27913,Premium,Quarterly,2021-03-23,2025-06-30
27914,27914,Premium,Annual,2021-02-21,2026-01-26
27915,27915,Premium,Monthly,2024-08-04,2025-06-30
27916,27916,Basic,Quarterly,2023-04-12,2025-09-28
27917,27917,Premium,Annual,2023-10-09,2025-09-28
27918,27918,Standard,Annual,2020-10-24,2025-09-28
27919,27919,Premium,Quarterly,2020-11-23,2025-06-30
27920,27920,Premium,Annual,2023-07-11,2026-06-25
27921,27921,Basic,Quarterly,2023-02-11,2025-07-30
27922,27922,Premium,Quarterly,2023-03-13,2025-08-29
27923,27923,Premium,Annual,2024-06-05,2026-05-26
27924,27924,Standard,Quarterly,2024-11-02,2025-07-30
27925,27925,Basic,Annual,2021-03-23,2026-02-25
27926,27926,Premium,Annual,2023-04-12,2026-03-27
27927,27927,Premium,Quarterly,2021-08-20,2025-07-30
27928,27928,Standard,Quarterly,2022-06-16,2025-08-29
27929,27929,Premium,Quarterly,2021-02-21,2025-07-30
27930,27930,Premium,Quarterly,2020-07-26,2025-09-28
27931,27931,Standard,Monthly,2025-01-31,2025-07-30
27932,27932,Premium,Quarterly,2021-02-21,2025-07-30
27933,27933,Basic,Monthly,2023-06-11,2025-07-30
27934,27934,Basic,Quarterly,2024-03-07,2025-08-29
27935,27935,Basic,Quarterly,2022-08-15,2025-07-30
27936,27936,Basic,Annual,2020-09-24,2025-08-29
27937,27937,Premium,Monthly,2023-05-12,2025-07-30
27938,27938,Premium,Quarterly,2022-08-15,2025-06-30
27939,27939,Premium,Monthly,2021-05-22,2025-06-30
27940,27940,Basic,Quarterly,2020-11-23,2025-07-30
27941,27941,Premium,Monthly,2021-05-22,2025-06-30
27942,27942,Basic,Quarterly,2023-10-09,2025-09-28
27943,27943,Premium,Monthly,2024-10-03,2025-06-30
27944,27944,Standard,Monthly,2021-04-22,2025-06-30
27945,27945,Premium,Annual,2024-12-02,2025-11-27
27946,27946,Premium,Monthly,2024-11-02,2025-06-30
27947,27947,Standard,Monthly,2023-09-09,2025-07-30
27948,27948,Basic,Annual,2020-11-23,2025-10-28
27949,27949,Basic,Monthly,2024-03-07,2025-07-30
27950,27950,Premium,Quarterly,2023-06-11,2025-08-29
27951,27951,Basic,Annual,2022-11-13,2025-10-28
27952,27952,Standard,Quarterly,2022-08-15,2025-06-30
27953,27953,Premium,Monthly,2025-01-01,2025-07-30
27954,27954,Basic,Quarterly,2024-04-06,2025-09-28
27955,27955,Basic,Monthly,2025-01-31,2025-07-30
27956,27956,Basic,Quarterly,2022-11-13,2025-07-30
27957,27957,Standard,Monthly,2024-09-03,2025-07-30
27958,27958,Premium,Quarterly,2021-11-18,2025-07-30
27959,27959,Basic,Annual,2022-12-13,2025-06-30
27960,27960,Basic,Annual,2025-05-31,2026-05-26
27961,27961,Standard,Quarterly,2024-02-06,2025-07-30
27962,27962,Basic,Annual,2023-02-11,2026-01-26
