customer_id,churn_date,churn_reason
50233,2025-06-30,Better offer from competitor
50234,2025-06-30,Price too high
50235,2025-06-30,No longer need service
50236,2025-06-30,Poor customer service
50237,2025-06-30,Moving to different region
50238,2025-06-30,No longer need service
50239,2025-06-30,Service quality issues
50240,2025-06-30,Moving to different region
50241,2025-06-30,Technical problems
50242,2025-06-30,Technical problems
50243,2025-06-30,Price too high
50244,2025-06-30,Service quality issues
50245,2025-06-30,Technical problems
50246,2025-06-30,Moving to different region
50247,2025-06-30,Moving to different region
50248,2025-06-30,Better offer from competitor
50249,2025-06-30,Billing issues
50250,2025-06-30,Billing issues
50251,2025-06-30,Price too high
50252,2025-06-30,Billing issues
50253,2025-06-30,Poor customer service
50254,2025-06-30,Technical problems
50255,2025-06-30,Price too high
50256,2025-06-30,Poor customer service
50257,2025-06-30,Service quality issues
50258,2025-06-30,Price too high
50259,2025-06-30,Billing issues
50260,2025-06-30,Better offer from competitor
50261,2025-06-30,Better offer from competitor
50262,2025-06-30,Technical problems
50263,2025-06-30,Better offer from competitor
50264,2025-06-30,Technical problems
50265,2025-06-30,Service quality issues
50266,2025-06-30,Better offer from competitor
50267,2025-06-30,Price too high
50268,2025-06-30,Technical problems
50269,2025-06-30,Service quality issues
50270,2025-06-30,Better offer from competitor
50271,2025-06-30,Billing issues
50272,2025-06-30,Service quality issues
50273,2025-06-30,Technical problems
50274,2025-06-30,Price too high
50275,2025-06-30,Billing issues
50276,2025-06-30,Price too high
50277,2025-06-30,Better offer from competitor
50278,2025-06-30,Billing issues
50279,2025-06-30,Price too high
50280,2025-06-30,No longer need service
50281,2025-06-30,Better offer from competitor
50282,2025-06-30,No longer need service
50283,2025-06-30,Billing issues
50284,2025-06-30,Billing issues
50285,2025-06-30,Billing issues
50286,2025-06-30,Price too high
50287,2025-06-30,Service quality issues
50288,2025-06-30,Better offer from competitor
50289,2025-06-30,No longer need service
50290,2025-06-30,Technical problems
50291,2025-06-30,No longer need service
50292,2025-06-30,Service quality issues
50293,2025-06-30,Poor customer service
50294,2025-06-30,Moving to different region
50295,2025-06-30,Price too high
50296,2025-06-30,Moving to different region
50297,2025-06-30,No longer need service
50298,2025-06-30,Poor customer service
50299,2025-06-30,Poor customer service
50300,2025-06-30,Billing issues
50301,2025-06-30,Better offer from competitor
50302,2025-06-30,Better offer from competitor
50303,2025-06-30,Better offer from competitor
50304,2025-06-30,Technical problems
50305,2025-06-30,Technical problems
50306,2025-06-30,Poor customer service
50307,2025-06-30,Service quality issues
50308,2025-06-30,Technical problems
50309,2025-06-30,No longer need service
50310,2025-06-30,Better offer from competitor
50311,2025-06-30,Better offer from competitor
50312,2025-06-30,Moving to different region
50313,2025-06-30,Moving to different region
50314,2025-06-30,No longer need service
50315,2025-06-30,Price too high
50316,2025-06-30,Technical problems
50317,2025-06-30,No longer need service
50318,2025-06-30,Poor customer service
50319,2025-06-30,Technical problems
50320,2025-06-30,Service quality issues
50321,2025-06-30,Price too high
50322,2025-06-30,Service quality issues
50323,2025-06-30,Price too high
50324,2025-06-30,Better offer from competitor
50325,2025-06-30,Moving to different region
50326,2025-06-30,Moving to different region
50327,2025-06-30,No longer need service
50328,2025-06-30,Technical problems
50329,2025-06-30,Billing issues
50330,2025-06-30,Technical problems
50331,2025-06-30,No longer need service
50332,2025-06-30,Moving to different region
50333,2025-06-30,No longer need service
50334,2025-06-30,Poor customer service
50335,2025-06-30,Moving to different region
50336,2025-06-30,Poor customer service
50337,2025-06-30,Service quality issues
50338,2025-06-30,Technical problems
50339,2025-06-30,Poor customer service
50340,2025-06-30,Poor customer service
50341,2025-06-30,Billing issues
50342,2025-06-30,Poor customer service
50343,2025-06-30,Better offer from competitor
50344,2025-06-30,Service quality issues
50345,2025-06-30,Moving to different region
50346,2025-06-30,Better offer from competitor
50347,2025-06-30,Better offer from competitor
50348,2025-06-30,Price too high
50349,2025-06-30,Service quality issues
50350,2025-06-30,Poor customer service
50351,2025-06-30,Service quality issues
50352,2025-06-30,Technical problems
50353,2025-06-30,No longer need service
50354,2025-06-30,Poor customer service
50355,2025-06-30,Better offer from competitor
50356,2025-06-30,Technical problems
50357,2025-06-30,Price too high
50358,2025-06-30,Technical problems
50359,2025-06-30,No longer need service
50360,2025-06-30,Poor customer service
50361,2025-06-30,Technical problems
50362,2025-06-30,Service quality issues
50363,2025-06-30,Poor customer service
50364,2025-06-30,Billing issues
50365,2025-06-30,Moving to different region
50366,2025-06-30,Technical problems
50367,2025-06-30,Poor customer service
50368,2025-06-30,Service quality issues
50369,2025-06-30,Poor customer service
50370,2025-06-30,Poor customer service
50371,2025-06-30,Poor customer service
50372,2025-06-30,No longer need service
50373,2025-06-30,Poor customer service
50374,2025-06-30,Better offer from competitor
50375,2025-06-30,Price too high
50376,2025-06-30,Technical problems
50377,2025-06-30,No longer need service
50378,2025-06-30,Billing issues
50379,2025-06-30,No longer need service
50380,2025-06-30,Moving to different region
50381,2025-06-30,Poor customer service
50382,2025-06-30,Service quality issues
50383,2025-06-30,Better offer from competitor
50384,2025-06-30,Price too high
50385,2025-06-30,Technical problems
50386,2025-06-30,Better offer from competitor
50387,2025-06-30,No longer need service
50388,2025-06-30,Moving to different region
50389,2025-06-30,No longer need service
50390,2025-06-30,Better offer from competitor
50391,2025-06-30,Poor customer service
50392,2025-06-30,Billing issues
50393,2025-06-30,Price too high
50394,2025-06-30,Poor customer service
50395,2025-06-30,Billing issues
50396,2025-06-30,Technical problems
50397,2025-06-30,No longer need service
50398,2025-06-30,Better offer from competitor
50399,2025-06-30,Poor customer service
50400,2025-06-30,Poor customer service
50401,2025-06-30,Billing issues
50402,2025-06-30,Service quality issues
50403,2025-06-30,Service quality issues
50404,2025-06-30,Billing issues
50405,2025-06-30,Moving to different region
50406,2025-06-30,Price too high
50407,2025-06-30,Service quality issues
50408,2025-06-30,Moving to different region
50409,2025-06-30,Poor customer service
50410,2025-06-30,No longer need service
50411,2025-06-30,Moving to different region
50412,2025-06-30,Technical problems
50413,2025-06-30,Billing issues
50414,2025-06-30,Moving to different region
50415,2025-06-30,Price too high
50416,2025-06-30,No longer need service
50417,2025-06-30,Billing issues
50418,2025-06-30,Better offer from competitor
50419,2025-06-30,Price too high
50420,2025-06-30,Technical problems
50421,2025-06-30,Billing issues
50422,2025-06-30,Service quality issues
50423,2025-06-30,Service quality issues
50424,2025-06-30,Poor customer service
50425,2025-06-30,Billing issues
50426,2025-06-30,Service quality issues
50427,2025-06-30,Poor customer service
50428,2025-06-30,Billing issues
50429,2025-06-30,Moving to different region
50430,2025-06-30,Better offer from competitor
50431,2025-06-30,Technical problems
50432,2025-06-30,No longer need service
50433,2025-06-30,Better offer from competitor
50434,2025-06-30,Poor customer service
50435,2025-06-30,Service quality issues
50436,2025-06-30,Technical problems
50437,2025-06-30,Technical problems
50438,2025-06-30,Service quality issues
50439,2025-06-30,Moving to different region
50440,2025-06-30,Poor customer service
50441,2025-06-30,Service quality issues
50442,2025-06-30,Technical problems
50443,2025-06-30,Technical problems
50444,2025-06-30,Poor customer service
50445,2025-06-30,Service quality issues
50446,2025-06-30,Service quality issues
50447,2025-06-30,Technical problems
50448,2025-06-30,Service quality issues
50449,2025-06-30,Moving to different region
50450,2025-06-30,Technical problems
50451,2025-06-30,Service quality issues
50452,2025-06-30,Service quality issues
50453,2025-06-30,Moving to different region
50454,2025-06-30,Better offer from competitor
50455,2025-06-30,Billing issues
50456,2025-06-30,Billing issues
50457,2025-06-30,Service quality issues
50458,2025-06-30,Technical problems
50459,2025-06-30,Poor customer service
50460,2025-06-30,Technical problems
50461,2025-06-30,Billing issues
50462,2025-06-30,Billing issues
50463,2025-06-30,Better offer from competitor
50464,2025-06-30,Service quality issues
50465,2025-06-30,Billing issues
50466,2025-06-30,Price too high
50467,2025-06-30,Moving to different region
50468,2025-06-30,Poor customer service
50469,2025-06-30,Billing issues
50470,2025-06-30,Service quality issues
50471,2025-06-30,Moving to different region
50472,2025-06-30,Price too high
50473,2025-06-30,Moving to different region
50474,2025-06-30,Poor customer service
50475,2025-06-30,Moving to different region
50476,2025-06-30,No longer need service
50477,2025-06-30,Service quality issues
50478,2025-06-30,Technical problems
50479,2025-06-30,Price too high
50480,2025-06-30,Technical problems
50481,2025-06-30,Technical problems
50482,2025-06-30,Price too high
50483,2025-06-30,Billing issues
50484,2025-06-30,Better offer from competitor
50485,2025-06-30,Price too high
50486,2025-06-30,No longer need service
50487,2025-06-30,Service quality issues
50488,2025-06-30,Better offer from competitor
50489,2025-06-30,Better offer from competitor
50490,2025-06-30,Poor customer service
50491,2025-06-30,Technical problems
50492,2025-06-30,Price too high
50493,2025-06-30,Poor customer service
50494,2025-06-30,Billing issues
50495,2025-06-30,Price too high
50496,2025-06-30,Price too high
50497,2025-06-30,Moving to different region
50498,2025-06-30,Technical problems
50499,2025-06-30,Moving to different region
50500,2025-06-30,No longer need service
50501,2025-06-30,Better offer from competitor
50502,2025-06-30,Better offer from competitor
50503,2025-06-30,No longer need service
50504,2025-06-30,Better offer from competitor
50505,2025-06-30,No longer need service
50506,2025-06-30,Price too high
50507,2025-06-30,Billing issues
50508,2025-06-30,Better offer from competitor
50509,2025-06-30,Poor customer service
50510,2025-06-30,Service quality issues
50511,2025-06-30,Billing issues
50512,2025-06-30,Billing issues
50513,2025-06-30,Poor customer service
50514,2025-06-30,No longer need service
50515,2025-06-30,Technical problems
50516,2025-06-30,Price too high
50517,2025-06-30,Poor customer service
50518,2025-06-30,Service quality issues
50519,2025-06-30,Price too high
50520,2025-06-30,Moving to different region
50521,2025-06-30,Billing issues
50522,2025-06-30,Service quality issues
50523,2025-06-30,Better offer from competitor
50524,2025-06-30,Price too high
50525,2025-06-30,No longer need service
50526,2025-06-30,Better offer from competitor
50527,2025-06-30,Technical problems
50528,2025-06-30,Moving to different region
50529,2025-06-30,Price too high
50530,2025-06-30,Poor customer service
50531,2025-06-30,No longer need service
50532,2025-06-30,Price too high
50533,2025-06-30,Price too high
50534,2025-06-30,Price too high
50535,2025-06-30,Price too high
50536,2025-06-30,Price too high
50537,2025-06-30,Poor customer service
50538,2025-06-30,Billing issues
50539,2025-06-30,Moving to different region
50540,2025-06-30,Billing issues
50541,2025-06-30,Moving to different region
50542,2025-06-30,No longer need service
50543,2025-06-30,Poor customer service
50544,2025-06-30,Service quality issues
50545,2025-06-30,Moving to different region
50546,2025-06-30,Billing issues
50547,2025-06-30,Billing issues
50548,2025-06-30,Technical problems
50549,2025-06-30,Service quality issues
50550,2025-06-30,Better offer from competitor
50551,2025-06-30,Moving to different region
50552,2025-06-30,Billing issues
50553,2025-06-30,Moving to different region
50554,2025-06-30,Service quality issues
50555,2025-06-30,Poor customer service
50556,2025-06-30,Service quality issues
50557,2025-06-30,No longer need service
50558,2025-06-30,Service quality issues
50559,2025-06-30,Price too high
50560,2025-06-30,No longer need service
50561,2025-06-30,Moving to different region
50562,2025-06-30,Technical problems
50563,2025-06-30,Poor customer service
50564,2025-06-30,Moving to different region
50565,2025-06-30,Service quality issues
50566,2025-06-30,Poor customer service
50567,2025-06-30,No longer need service
50568,2025-06-30,Billing issues
50569,2025-06-30,No longer need service
50570,2025-06-30,Billing issues
50571,2025-06-30,Service quality issues
50572,2025-06-30,Better offer from competitor
50573,2025-06-30,Service quality issues
50574,2025-06-30,Billing issues
50575,2025-06-30,Moving to different region
50576,2025-06-30,Moving to different region
50577,2025-06-30,Better offer from competitor
50578,2025-06-30,Better offer from competitor
50579,2025-06-30,No longer need service
50580,2025-06-30,Billing issues
50581,2025-06-30,Billing issues
50582,2025-06-30,Price too high
50583,2025-06-30,Price too high
50584,2025-06-30,No longer need service
50585,2025-06-30,Price too high
50586,2025-06-30,Billing issues
50587,2025-06-30,No longer need service
50588,2025-06-30,Technical problems
50589,2025-06-30,Poor customer service
50590,2025-06-30,Service quality issues
50591,2025-06-30,No longer need service
50592,2025-06-30,Service quality issues
50593,2025-06-30,Poor customer service
50594,2025-06-30,Service quality issues
50595,2025-06-30,Moving to different region
50596,2025-06-30,Price too high
50597,2025-06-30,No longer need service
50598,2025-06-30,Technical problems
50599,2025-06-30,Better offer from competitor
50600,2025-06-30,Billing issues
50601,2025-06-30,Poor customer service
50602,2025-06-30,No longer need service
50603,2025-06-30,Price too high
50604,2025-06-30,Poor customer service
50605,2025-06-30,Moving to different region
50606,2025-06-30,Service quality issues
50607,2025-06-30,Price too high
50608,2025-06-30,Billing issues
50609,2025-06-30,No longer need service
50610,2025-06-30,Moving to different region
50611,2025-06-30,Price too high
50612,2025-06-30,Service quality issues
50613,2025-06-30,Moving to different region
50614,2025-06-30,Poor customer service
50615,2025-06-30,Billing issues
50616,2025-06-30,Moving to different region
50617,2025-06-30,Technical problems
50618,2025-06-30,Service quality issues
50619,2025-06-30,Moving to different region
50620,2025-06-30,Technical problems
50621,2025-06-30,Technical problems
50622,2025-06-30,Service quality issues
50623,2025-06-30,Poor customer service
50624,2025-06-30,Technical problems
50625,2025-06-30,Technical problems
50626,2025-06-30,Technical problems
50627,2025-06-30,Better offer from competitor
50628,2025-06-30,Billing issues
50629,2025-06-30,Better offer from competitor
50630,2025-06-30,No longer need service
50631,2025-06-30,Moving to different region
50632,2025-06-30,Technical problems
50633,2025-06-30,No longer need service
50634,2025-06-30,No longer need service
50635,2025-06-30,Technical problems
50636,2025-06-30,Service quality issues
50637,2025-06-30,Moving to different region
50638,2025-06-30,Price too high
50639,2025-06-30,Poor customer service
50640,2025-06-30,Moving to different region
50641,2025-06-30,No longer need service
50642,2025-06-30,No longer need service
50643,2025-06-30,Service quality issues
50644,2025-06-30,Poor customer service
50645,2025-06-30,Better offer from competitor
50646,2025-06-30,Technical problems
50647,2025-06-30,No longer need service
50648,2025-06-30,Price too high
50649,2025-06-30,Better offer from competitor
50650,2025-06-30,Price too high
50651,2025-06-30,Billing issues
50652,2025-06-30,Poor customer service
50653,2025-06-30,Moving to different region
50654,2025-06-30,Better offer from competitor
50655,2025-06-30,Price too high
50656,2025-06-30,Billing issues
50657,2025-06-30,Poor customer service
50658,2025-06-30,Moving to different region
50659,2025-06-30,Poor customer service
50660,2025-06-30,No longer need service
50661,2025-06-30,Moving to different region
50662,2025-06-30,Technical problems
50663,2025-06-30,Better offer from competitor
50664,2025-06-30,Poor customer service
50665,2025-06-30,Price too high
50666,2025-06-30,Moving to different region
50667,2025-06-30,Service quality issues
50668,2025-06-30,Poor customer service
50669,2025-06-30,Price too high
50670,2025-06-30,Better offer from competitor
50671,2025-06-30,Price too high
50672,2025-06-30,Moving to different region
50673,2025-06-30,Billing issues
50674,2025-06-30,Better offer from competitor
50675,2025-06-30,Billing issues
50676,2025-06-30,Price too high
50677,2025-06-30,Billing issues
50678,2025-06-30,Better offer from competitor
50679,2025-06-30,Moving to different region
50680,2025-06-30,Price too high
50681,2025-06-30,Better offer from competitor
50682,2025-06-30,Price too high
50683,2025-06-30,Poor customer service
50684,2025-06-30,No longer need service
50685,2025-06-30,Price too high
50686,2025-06-30,Price too high
50687,2025-06-30,Service quality issues
50688,2025-06-30,No longer need service
50689,2025-06-30,Service quality issues
50690,2025-06-30,Service quality issues
50691,2025-06-30,Better offer from competitor
50692,2025-06-30,Better offer from competitor
50693,2025-06-30,Billing issues
50694,2025-06-30,Price too high
50695,2025-06-30,Technical problems
50696,2025-06-30,Better offer from competitor
50697,2025-06-30,Billing issues
50698,2025-06-30,Technical problems
50699,2025-06-30,No longer need service
50700,2025-06-30,Billing issues
50701,2025-06-30,Better offer from competitor
50702,2025-06-30,Better offer from competitor
50703,2025-06-30,Better offer from competitor
50704,2025-06-30,Price too high
50705,2025-06-30,Poor customer service
50706,2025-06-30,Poor customer service
50707,2025-06-30,Service quality issues
50708,2025-06-30,Poor customer service
50709,2025-06-30,Moving to different region
50710,2025-06-30,Better offer from competitor
50711,2025-06-30,Better offer from competitor
50712,2025-06-30,Moving to different region
50713,2025-06-30,Better offer from competitor
50714,2025-06-30,Service quality issues
50715,2025-06-30,Service quality issues
50716,2025-06-30,No longer need service
50717,2025-06-30,Technical problems
50718,2025-06-30,Moving to different region
50719,2025-06-30,No longer need service
50720,2025-06-30,Billing issues
50721,2025-06-30,Service quality issues
50722,2025-06-30,Technical problems
50723,2025-06-30,Technical problems
50724,2025-06-30,Poor customer service
50725,2025-06-30,Better offer from competitor
50726,2025-06-30,Price too high
50727,2025-06-30,Poor customer service
50728,2025-06-30,Price too high
50729,2025-06-30,Service quality issues
50730,2025-06-30,Service quality issues
50731,2025-06-30,Moving to different region
50732,2025-06-30,Service quality issues
50733,2025-06-30,Service quality issues
50734,2025-06-30,Poor customer service
50735,2025-06-30,Technical problems
50736,2025-06-30,Service quality issues
50737,2025-06-30,Technical problems
50738,2025-06-30,Poor customer service
50739,2025-06-30,Poor customer service
50740,2025-06-30,Service quality issues
50741,2025-06-30,Technical problems
50742,2025-06-30,Technical problems
50743,2025-06-30,Price too high
50744,2025-06-30,Technical problems
50745,2025-06-30,Service quality issues
50746,2025-06-30,Technical problems
50747,2025-06-30,No longer need service
50748,2025-06-30,No longer need service
50749,2025-06-30,Price too high
50750,2025-06-30,Price too high
50751,2025-06-30,Service quality issues
50752,2025-06-30,Technical problems
50753,2025-06-30,Poor customer service
50754,2025-06-30,Poor customer service
50755,2025-06-30,Price too high
50756,2025-06-30,Price too high
50757,2025-06-30,Technical problems
50758,2025-06-30,Technical problems
50759,2025-06-30,Poor customer service
50760,2025-06-30,Price too high
50761,2025-06-30,Price too high
50762,2025-06-30,Technical problems
50763,2025-06-30,No longer need service
50764,2025-06-30,No longer need service
50765,2025-06-30,Service quality issues
50766,2025-06-30,Moving to different region
50767,2025-06-30,Service quality issues
50768,2025-06-30,Price too high
50769,2025-06-30,Technical problems
50770,2025-06-30,Billing issues
50771,2025-06-30,Technical problems
50772,2025-06-30,Poor customer service
50773,2025-06-30,Technical problems
50774,2025-06-30,Price too high
50775,2025-06-30,Service quality issues
50776,2025-06-30,Poor customer service
50777,2025-06-30,Technical problems
50778,2025-06-30,Poor customer service
50779,2025-06-30,Better offer from competitor
50780,2025-06-30,Better offer from competitor
50781,2025-06-30,Moving to different region
50782,2025-06-30,Moving to different region
50783,2025-06-30,Service quality issues
50784,2025-06-30,No longer need service
50785,2025-06-30,Better offer from competitor
50786,2025-06-30,Price too high
50787,2025-06-30,Moving to different region
50788,2025-06-30,Technical problems
50789,2025-06-30,Service quality issues
50790,2025-06-30,Billing issues
50791,2025-06-30,Technical problems
50792,2025-06-30,Billing issues
50793,2025-06-30,Price too high
50794,2025-06-30,No longer need service
50795,2025-06-30,Technical problems
50796,2025-06-30,Moving to different region
50797,2025-06-30,Better offer from competitor
50798,2025-06-30,Better offer from competitor
50799,2025-06-30,Moving to different region
50800,2025-06-30,Billing issues
50801,2025-06-30,Price too high
50802,2025-06-30,Better offer from competitor
50803,2025-06-30,Poor customer service
50804,2025-06-30,Poor customer service
50805,2025-06-30,Poor customer service
50806,2025-06-30,Service quality issues
50807,2025-06-30,Billing issues
50808,2025-06-30,Technical problems
50809,2025-06-30,Moving to different region
50810,2025-06-30,Billing issues
50811,2025-06-30,Better offer from competitor
50812,2025-06-30,Billing issues
50813,2025-06-30,Price too high
50814,2025-06-30,Service quality issues
50815,2025-06-30,Moving to different region
50816,2025-06-30,Service quality issues
50817,2025-06-30,Better offer from competitor
50818,2025-06-30,Moving to different region
50819,2025-06-30,Price too high
50820,2025-06-30,Service quality issues
50821,2025-06-30,Poor customer service
50822,2025-06-30,Service quality issues
50823,2025-06-30,Moving to different region
50824,2025-06-30,No longer need service
50825,2025-06-30,Billing issues
50826,2025-06-30,Price too high
50827,2025-06-30,Service quality issues
50828,2025-06-30,Billing issues
50829,2025-06-30,Poor customer service
50830,2025-06-30,No longer need service
50831,2025-06-30,Moving to different region
50832,2025-06-30,Poor customer service
50833,2025-06-30,Moving to different region
50834,2025-06-30,Better offer from competitor
50835,2025-06-30,Technical problems
50836,2025-06-30,Moving to different region
50837,2025-06-30,Moving to different region
50838,2025-06-30,Technical problems
50839,2025-06-30,Service quality issues
50840,2025-06-30,Service quality issues
50841,2025-06-30,Service quality issues
50842,2025-06-30,Moving to different region
50843,2025-06-30,Service quality issues
50844,2025-06-30,No longer need service
50845,2025-06-30,Poor customer service
50846,2025-06-30,Technical problems
50847,2025-06-30,Price too high
50848,2025-06-30,Better offer from competitor
50849,2025-06-30,Better offer from competitor
50850,2025-06-30,Price too high
50851,2025-06-30,Moving to different region
50852,2025-06-30,Billing issues
50853,2025-06-30,Service quality issues
50854,2025-06-30,Price too high
50855,2025-06-30,Technical problems
50856,2025-06-30,Billing issues
50857,2025-06-30,Better offer from competitor
50858,2025-06-30,Price too high
50859,2025-06-30,Moving to different region
50860,2025-06-30,Technical problems
50861,2025-06-30,Better offer from competitor
50862,2025-06-30,No longer need service
50863,2025-06-30,Poor customer service
50864,2025-06-30,Poor customer service
50865,2025-06-30,Better offer from competitor
50866,2025-06-30,Service quality issues
50867,2025-06-30,No longer need service
50868,2025-06-30,No longer need service
50869,2025-06-30,Technical problems
50870,2025-06-30,Price too high
50871,2025-06-30,Price too high
50872,2025-06-30,No longer need service
50873,2025-06-30,Service quality issues
50874,2025-06-30,Service quality issues
50875,2025-06-30,No longer need service
50876,2025-06-30,Billing issues
50877,2025-06-30,Poor customer service
50878,2025-06-30,Poor customer service
50879,2025-06-30,Better offer from competitor
50880,2025-06-30,Billing issues
50881,2025-06-30,Technical problems
50882,2025-06-30,Billing issues
50883,2025-06-30,No longer need service
50884,2025-06-30,Billing issues
50885,2025-06-30,Price too high
50886,2025-06-30,Technical problems
50887,2025-06-30,Technical problems
50888,2025-06-30,Moving to different region
50889,2025-06-30,Technical problems
50890,2025-06-30,Better offer from competitor
50891,2025-06-30,Billing issues
50892,2025-06-30,Price too high
50893,2025-06-30,Service quality issues
50894,2025-06-30,Moving to different region
50895,2025-06-30,Moving to different region
50896,2025-06-30,Price too high
50897,2025-06-30,Better offer from competitor
50898,2025-06-30,Moving to different region
50899,2025-06-30,Better offer from competitor
50900,2025-06-30,Technical problems
50901,2025-06-30,Service quality issues
50902,2025-06-30,Service quality issues
50903,2025-06-30,No longer need service
50904,2025-06-30,Billing issues
50905,2025-06-30,Technical problems
50906,2025-06-30,Better offer from competitor
50907,2025-06-30,Price too high
50908,2025-06-30,Service quality issues
50909,2025-06-30,Service quality issues
50910,2025-06-30,No longer need service
50911,2025-06-30,Technical problems
50912,2025-06-30,Billing issues
50913,2025-06-30,Poor customer service
50914,2025-06-30,No longer need service
50915,2025-06-30,Moving to different region
50916,2025-06-30,Technical problems
50917,2025-06-30,Moving to different region
50918,2025-06-30,No longer need service
50919,2025-06-30,No longer need service
50920,2025-06-30,Technical problems
50921,2025-06-30,Billing issues
50922,2025-06-30,Better offer from competitor
50923,2025-06-30,Moving to different region
50924,2025-06-30,Moving to different region
50925,2025-06-30,Poor customer service
50926,2025-06-30,Moving to different region
50927,2025-06-30,Service quality issues
50928,2025-06-30,Technical problems
50929,2025-06-30,Service quality issues
50930,2025-06-30,Moving to different region
50931,2025-06-30,Poor customer service
50932,2025-06-30,Billing issues
50933,2025-06-30,Service quality issues
50934,2025-06-30,Moving to different region
50935,2025-06-30,Better offer from competitor
50936,2025-06-30,Better offer from competitor
50937,2025-06-30,Technical problems
50938,2025-06-30,Technical problems
50939,2025-06-30,Billing issues
50940,2025-06-30,Technical problems
50941,2025-06-30,Technical problems
50942,2025-06-30,Technical problems
50943,2025-06-30,Billing issues
50944,2025-06-30,Technical problems
50945,2025-06-30,Moving to different region
50946,2025-06-30,Billing issues
50947,2025-06-30,Technical problems
50948,2025-06-30,Billing issues
50949,2025-06-30,Technical problems
50950,2025-06-30,Service quality issues
50951,2025-06-30,Billing issues
50952,2025-06-30,Poor customer service
50953,2025-06-30,Poor customer service
50954,2025-06-30,Price too high
50955,2025-06-30,Price too high
50956,2025-06-30,Service quality issues
50957,2025-06-30,Price too high
50958,2025-06-30,No longer need service
50959,2025-06-30,Poor customer service
50960,2025-06-30,Technical problems
50961,2025-06-30,Price too high
50962,2025-06-30,Technical problems
50963,2025-06-30,Technical problems
50964,2025-06-30,Technical problems
50965,2025-06-30,Poor customer service
50966,2025-06-30,No longer need service
50967,2025-06-30,Billing issues
50968,2025-06-30,Service quality issues
50969,2025-06-30,Service quality issues
50970,2025-06-30,No longer need service
50971,2025-06-30,No longer need service
50972,2025-06-30,Billing issues
50973,2025-06-30,Moving to different region
50974,2025-06-30,Poor customer service
50975,2025-06-30,Moving to different region
50976,2025-06-30,Service quality issues
50977,2025-06-30,Technical problems
50978,2025-06-30,Billing issues
50979,2025-06-30,Price too high
50980,2025-06-30,No longer need service
50981,2025-06-30,Price too high
50982,2025-06-30,Better offer from competitor
50983,2025-06-30,Service quality issues
50984,2025-06-30,Moving to different region
50985,2025-06-30,Service quality issues
50986,2025-06-30,Poor customer service
50987,2025-06-30,Technical problems
50988,2025-06-30,No longer need service
50989,2025-06-30,Service quality issues
50990,2025-06-30,Service quality issues
50991,2025-06-30,Billing issues
50992,2025-06-30,Poor customer service
50993,2025-06-30,Poor customer service
50994,2025-06-30,Technical problems
50995,2025-06-30,Service quality issues
50996,2025-06-30,Billing issues
50997,2025-06-30,No longer need service
50998,2025-06-30,Poor customer service
50999,2025-06-30,Poor customer service
51000,2025-06-30,Billing issues
51001,2025-06-30,Poor customer service
51002,2025-06-30,Billing issues
51003,2025-06-30,No longer need service
51004,2025-06-30,Technical problems
51005,2025-06-30,Better offer from competitor
51006,2025-06-30,Billing issues
51007,2025-06-30,Better offer from competitor
51008,2025-06-30,No longer need service
51009,2025-06-30,Technical problems
51010,2025-06-30,Better offer from competitor
51011,2025-06-30,Poor customer service
51012,2025-06-30,Better offer from competitor
51013,2025-06-30,Better offer from competitor
51014,2025-06-30,Service quality issues
51015,2025-06-30,No longer need service
51016,2025-06-30,Billing issues
51017,2025-06-30,No longer need service
51018,2025-06-30,Billing issues
51019,2025-06-30,Price too high
51020,2025-06-30,Better offer from competitor
51021,2025-06-30,Better offer from competitor
51022,2025-06-30,Better offer from competitor
51023,2025-06-30,Moving to different region
51024,2025-06-30,Service quality issues
51025,2025-06-30,No longer need service
51026,2025-06-30,Technical problems
51027,2025-06-30,Moving to different region
51028,2025-06-30,Moving to different region
51029,2025-06-30,Price too high
51030,2025-06-30,Service quality issues
51031,2025-06-30,Technical problems
51032,2025-06-30,Moving to different region
51033,2025-06-30,Poor customer service
51034,2025-06-30,Technical problems
51035,2025-06-30,No longer need service
51036,2025-06-30,Better offer from competitor
51037,2025-06-30,No longer need service
51038,2025-06-30,Poor customer service
51039,2025-06-30,Price too high
51040,2025-06-30,Better offer from competitor
51041,2025-06-30,Moving to different region
51042,2025-06-30,Moving to different region
51043,2025-06-30,No longer need service
51044,2025-06-30,Service quality issues
51045,2025-06-30,Better offer from competitor
51046,2025-06-30,Price too high
51047,2025-06-30,No longer need service
51048,2025-06-30,Service quality issues
51049,2025-06-30,No longer need service
51050,2025-06-30,Better offer from competitor
51051,2025-06-30,Poor customer service
51052,2025-06-30,Price too high
51053,2025-06-30,Poor customer service
51054,2025-06-30,No longer need service
51055,2025-06-30,Technical problems
51056,2025-06-30,Price too high
51057,2025-06-30,Poor customer service
51058,2025-06-30,Poor customer service
51059,2025-06-30,Price too high
51060,2025-06-30,Billing issues
51061,2025-06-30,No longer need service
51062,2025-06-30,Better offer from competitor
51063,2025-06-30,Technical problems
51064,2025-06-30,Moving to different region
51065,2025-06-30,Price too high
51066,2025-06-30,Poor customer service
51067,2025-06-30,Service quality issues
51068,2025-06-30,Billing issues
51069,2025-06-30,Poor customer service
51070,2025-06-30,Service quality issues
51071,2025-06-30,Better offer from competitor
51072,2025-06-30,Billing issues
51073,2025-06-30,Billing issues
